RID,Capacity,Price,long,lat,rent
505,54,1628123.044,113.8016913,22.72411911,16561
506,12,1841932.871,114.1056055,22.55178546,16638
507,6,1026982.26,114.2361822,22.71228411,11764
508,37,1248456.631,114.3337922,22.6956631,13513
509,20,1217863.89,114.3475432,22.66921114,13182
510,10,3461044.104,113.9281487,22.51180739,32947
511,6,4874449.952,113.9137127,22.4855817,46402
512,21,2190252.226,113.9104005,22.56214157,22280
513,9,5641769.615,113.9631976,22.5273602,53707
514,3,4419402.816,113.9779929,22.5540314,42071
515,7,2200587.93,114.1099815,22.53958395,19879
516,12,1500993.906,114.0229049,22.7261621,16698
517,1,2014078.323,114.0607589,22.56084745,20846
518,21,1651864.273,113.8154939,22.76043031,16803
519,42,918292.2719,113.9969301,22.643064,10215
520,3,3945719.525,113.9313764,22.49820515,37562
521,23,3622623.843,114.0858786,22.55626271,37496
522,62,1362925.011,114.3350117,22.70546672,14753
523,45,3054912.171,113.8772696,22.56713794,31077
524,18,1029539.487,114.1312649,22.609293,11794
525,12,2898820.615,113.9201775,22.50354598,27596
526,17,1288842.279,114.266457,22.69397912,14765
527,1,1335076.01,114.2290116,22.5464949,13745
528,2,3159444.952,114.0794825,22.560891,32702
529,2,2013827.004,114.0842514,22.57459896,18193
530,19,1374594.419,114.0459686,22.60518174,15292
531,4,3809087.216,113.9267496,22.52384886,36263
532,54,2035456.186,113.8846552,22.58885046,20707
533,33,1050074.222,113.8245459,22.74361825,10682
534,1,802733.2807,113.9218421,22.59078246,7642
535,7,1503649.326,114.0519623,22.62454193,17226
536,17,1785392.752,114.0348019,22.67808826,19863
537,6,1089378.593,114.1889177,22.6498944,12480
538,15,1969796.309,113.8641131,22.57823681,20039
539,7,4208167.018,114.020688,22.5546845,43559
540,18,1232583.291,114.1222988,22.61457652,14121
541,2,1112762.126,113.8150982,22.68088519,11320
542,4,2330491.755,113.9137305,22.53941897,22187
543,1,1040885.888,114.100237,22.56271802,9403
544,12,2829086.439,114.1376962,22.59014356,25559
545,2,951288.3488,114.2819348,22.73821424,10898
546,6,2498771.061,113.9118059,22.53206835,23790
547,3,927291.333,114.304544,22.77640915,10624
548,10,2548901.812,114.1355471,22.55109677,23028
549,14,2180391.148,114.0126279,22.63442864,24259
550,12,2063471.623,114.0403327,22.59988803,22958
551,18,2210255.665,114.0706314,22.52768003,22879
552,6,2135958.302,114.0265208,22.53258663,22110
553,6,2928362.736,113.9868777,22.56314355,27881
554,15,1907084.444,114.1186598,22.53707709,17230
555,72,1658893.447,114.1335832,22.62485819,19006
556,2,3005833.584,114.0480173,22.51930582,31116
557,2,1564007.97,114.2190045,22.55934086,16104
558,3,2723930.548,114.0704913,22.54506796,28198
559,19,807889.3019,114.2839641,22.75655484,9256
560,10,3954951.438,113.9003681,22.52930743,37656
561,13,3005228.021,114.1231488,22.55384302,27152
562,7,2313468.897,114.128937,22.57881531,20902
563,71,1195247.78,114.1125384,22.59592024,13694
564,14,1184507.428,114.1521654,22.62244737,13571
565,3,2606339.661,114.1491021,22.54897152,23549
566,4,2005874.684,113.8933719,22.5757923,20408
567,26,1243835.088,114.2367467,22.72324864,14251
568,11,2164776.472,114.1183316,22.56107544,19559
569,18,1789035.83,114.1228172,22.60168925,20498
570,27,3269170.717,113.8677722,22.56190042,33262
571,7,1534333.697,114.090952,22.53891799,15884
572,7,1284179.539,114.1092472,22.58454536,11603
573,21,2284825.488,113.8979427,22.56079451,23247
574,6,2598475.719,113.9214811,22.49313448,24742
575,15,1185274.596,114.1359977,22.6101582,13581
576,4,2682573.448,114.0652697,22.54712177,27771
577,12,2584935.58,113.9530413,22.57404856,24613
578,101,1902719.561,113.8591147,22.57989424,19359
579,1,2023555.637,114.0785332,22.57760417,18284
580,2,1289007.059,113.8090237,22.67096156,13115
581,2,2081927.434,114.1701289,22.57016194,18812
582,8,3271789.892,113.9912094,22.53805411,31154
583,6,2244206.796,114.1273812,22.56908371,20278
584,31,2164591.212,114.0064083,22.64803167,24086
585,12,4166416.949,113.9657245,22.55509926,39673
586,7,3406611.396,114.0313355,22.55962384,35268
587,17,1623159.01,113.9833984,22.68138002,18062
588,17,1969796.309,113.8470556,22.6072369,20043
589,35,1550782.621,113.8259751,22.68298054,15779
590,34,1258155.558,114.2078712,22.6531411,14417
591,18,2166045.57,114.079839,22.54379355,22425
592,18,2232721.244,114.1002178,22.54785762,20175
593,2,1745628.053,114.1148965,22.58845796,15773
594,13,3605185.036,113.9382846,22.54399802,34330
595,1,993145.0361,114.1018588,22.62024685,11380
596,7,2762649.76,114.0386285,22.55495065,28602
597,9,1242812.198,114.0647897,22.62874665,14241
598,16,4326074.332,113.9359371,22.4935171,41195
599,27,1255086.886,114.1366077,22.63006688,14382
600,7,3764330.903,113.9448743,22.54952583,35846
601,4,3323488.603,113.9217899,22.54817124,31648
602,12,2479388.154,114.0370273,22.51970821,25670
603,12,3282026.23,113.88068,22.54759468,33397
604,2,3522282.459,113.927215,22.50483595,33542
605,19,1171209.849,114.1167281,22.62348769,13421
606,10,3661393.373,114.0829143,22.55096604,37909
607,2,2073469.799,113.9013736,22.55437896,21099
608,15,1854926.001,114.1017136,22.57259824,16762
609,1,1404857.349,114.218795,22.55614242,14468
610,2,1409354.278,114.0388693,22.64516673,15684
611,19,2054622.405,114.1239275,22.54715471,18567
612,62,2992086.036,113.9040543,22.57707871,30448
613,23,1009883.466,113.8619944,22.63229419,10276
614,10,2859788.39,114.0215488,22.62928066,31826
615,5,3146235.878,113.9840701,22.59480876,29962
616,70,2683415.499,113.8511874,22.57309821,27307
617,4,1196782.116,114.2570457,22.73647931,13715
618,1,1374342.952,114.2356595,22.56404745,14154
619,31,1693333.669,113.808932,22.73500402,17232
620,1,2932129.357,113.9317283,22.49017464,27923
621,1,252858.5805,114.1163171,22.68047672,2897
622,8,2116820.092,114.0549424,22.56614636,21918
623,2,2115970.987,114.0476951,22.56807825,21909
624,11,2006606.194,114.0434634,22.54686617,20777
625,27,722535.1094,113.8566761,22.60489379,7353
626,6,2602168.484,113.9141317,22.50931602,24782
627,4,1492143.776,114.2920662,22.60289052,15368
628,16,1969643.157,114.1078769,22.53687969,17800
629,15,2831698.455,113.9195337,22.53600685,26968
630,8,2188110.993,114.0787702,22.53211585,22657
631,4,2499263.43,113.9211362,22.49684441,23802
632,8,5414364.652,113.8885349,22.5522118,55101
633,17,2789514.768,113.922905,22.52892951,26567
634,7,1598778.16,114.2180284,22.69007596,18323
635,9,1730385.985,114.2487939,22.59399093,17823
636,3,2560902.285,114.0611423,22.53592798,26518
637,24,1101653.281,114.1836859,22.65137456,12626
638,17,2591837.249,113.8852549,22.56447734,26377
639,1,3033004.961,114.0957448,22.54442098,31407
640,7,2699411.299,113.983226,22.53869913,25709
641,6,3574596.631,113.9080407,22.49400061,34045
642,18,3188446.283,114.1218045,22.57112173,28816
643,48,1156889.379,114.1017011,22.63294473,13259
644,24,1364007.556,114.3392882,22.71090932,14771
645,16,1109836.407,114.2209095,22.72832054,12720
646,11,1937251.854,114.1673218,22.56516296,17508
647,20,981897.7847,114.2025724,22.7228733,11253
648,1,908480.3731,114.2256146,22.69747644,10412
649,24,1824892.591,114.0213417,22.63478661,20311
650,40,1127835.874,114.2376679,22.71326216,12926
651,2,1461796.209,113.8036736,22.73717885,14877
652,2,1624171.753,114.2270139,22.54952917,16730
653,3,3455126.106,113.9206972,22.53856602,32908
654,0,1298488.832,114.2278932,22.55791128,13375
655,20,1892102.35,114.1351301,22.58489774,17101
656,4,3137394.479,114.2335964,22.55546638,32317
657,12,1613850.66,113.8847797,22.57238172,16425
658,7,774839.7035,114.2933476,22.77126038,8881
659,5,3046180.521,114.1204817,22.56692611,27532
660,9,2884049.555,113.9018206,22.51295607,27470
661,1,3988186.324,113.9114706,22.49992937,37986
662,9,1263096.12,114.1018944,22.59273764,14477
663,52,3054912.171,113.880545,22.56089154,31093
664,7,3312410.308,113.9598081,22.53710949,31550
665,9,1715873.034,114.0352336,22.63158047,19099
666,5,2136349.519,114.0648044,22.52783797,22124
667,16,3545054.51,113.935579,22.53639634,33766
668,15,2166917.318,114.0524428,22.53036901,22441
669,4,2252586.72,113.9271505,22.55198567,21456
670,10,1402383.146,114.238708,22.70154264,16074
671,55,1035891.638,114.2215604,22.73269285,11873
672,4,3968719.258,114.006985,22.55115679,41101
673,19,1926269.308,114.116775,22.57874888,17411
674,33,2981346.23,113.9013839,22.5753663,30345
675,27,3054912.171,113.8730238,22.56231772,31094
676,10,3559825.571,113.890255,22.50393848,33908
677,1,1945726.574,114.0878655,22.57238118,17587
678,23,1658775.839,113.85475,22.61522675,16884
679,8,2211070.806,114.0408358,22.55991118,22899
680,11,1292053.101,114.2556224,22.59162635,13310
681,6,1012661.791,114.1974524,22.65186566,11607
682,1,2335105.376,114.1394023,22.55853072,21107
683,43,2773265.857,113.8485196,22.57678478,28228
684,29,1337388.021,113.843812,22.78331101,13613
685,6,9140147.574,113.9358056,22.51703336,87066
686,6,1476778.451,114.2303179,22.55400112,15213
687,7,3897960.464,114.0077078,22.54389028,40370
688,12,3079033.536,113.8960955,22.57055087,31341
689,18,4169108.164,114.0884103,22.55690504,43179
690,15,2323197.529,114.1230387,22.58068133,21000
691,56,1978151.969,114.0518669,22.60421052,22020
692,47,1318978.645,114.0211442,22.65440316,14682
693,6,2291976.215,113.9126887,22.51986992,21833
694,6,1448259.794,114.116512,22.70440433,16601
695,1,3692765.115,113.9663665,22.53298109,35177
696,9,2534815.184,113.9194543,22.52883008,24146
697,17,3402267.593,113.9261702,22.51602169,32410
698,1,1303080.918,114.1951627,22.63917509,14937
699,1,1033866.315,114.1155868,22.62877384,11851
700,17,1875135.614,114.1277981,22.58868764,16950
701,6,2031060.433,114.028049,22.56061592,21036
702,8,2678485.63,113.9091002,22.52678535,25516
703,1,1698211.065,114.0620979,22.52117971,17589
704,1,2215659.069,113.924925,22.56193358,21107
705,52,2203885.067,114.025783,22.64965565,24534
706,8,3484123.886,113.9305493,22.50677465,33191
707,49,1509931.296,113.9367698,22.75570779,18257
708,16,1690866.66,114.1145233,22.54489976,15285
709,64,1457752.942,113.8593418,22.62832393,14839
710,8,1758751.66,114.0548687,22.57485599,18216
711,15,2548035.283,113.9206165,22.51932572,24274
712,3,1111216.278,114.4022505,22.6204849,12664
713,33,1678301.013,113.8777133,22.59947878,17085
714,43,2663923.826,113.9383125,22.57746684,25378
715,4,2531466.627,114.0532998,22.51270835,26220
716,2,925204.636,114.2653662,22.72497823,10606
717,10,1994369.738,114.104608,22.57488543,18029
718,2,4815365.71,113.9455659,22.52814162,45875
719,22,1387039.786,114.2200589,22.67903175,15901
720,8,2942422.383,114.0358617,22.54489447,30478
721,4,3973813.891,114.0124577,22.54778547,41161
722,4,2354329.155,114.1369298,22.56452266,21284
723,3,919987.8935,114.2619689,22.7128935,10547
724,6,2000136.295,114.13128,22.57143687,18082
725,21,1573420.812,114.0313345,22.66527926,17517
726,21,2221470.981,114.0076839,22.63159925,24732
727,11,1635602.226,114.0504346,22.62711762,18751
728,4,2048447.966,114.1080421,22.5538029,18519
729,33,3024513.906,114.0966175,22.55546143,31329
730,22,1264149.698,114.1494133,22.61039668,14493
731,8,1658775.839,113.8307127,22.63797102,16887
732,12,2389382.968,114.0370696,22.52502988,24750
733,5,1829380.887,114.0455057,22.53981904,18950
734,56,1749213.681,113.8998904,22.580372,17808
735,7,2565105.043,114.0902703,22.54713783,26571
736,8,3327214.368,114.0882765,22.54957863,34466
737,35,2281510.737,114.054181,22.59691261,25402
738,9,2947236.497,114.047965,22.51203568,30530
739,29,2343850.261,113.9022636,22.56490518,23862
740,3,2194088.696,114.0603467,22.52706101,22728
741,12,1086309.921,114.1727868,22.6443289,12454
742,2,1786506.719,114.0538106,22.56289837,18506
743,21,1519953.829,114.0619709,22.69241265,16923
744,3,1484870.856,114.29936,22.59829562,15300
745,4,3912484.639,113.8874259,22.49073209,37277
746,14,2332070.532,114.0153588,22.62734916,25965
747,16,1929167.769,114.0634086,22.53870217,19984
748,1,2389352.233,114.1159011,22.55616588,21603
749,25,4107055.531,114.023723,22.53002473,42546
750,7,3778587.547,114.0651306,22.55945076,39143
751,5,1901147.287,114.0432457,22.55153549,19694
752,5,2513878.734,114.1312415,22.58391307,22729
753,17,1783184.027,113.8901157,22.57198593,18155
754,5,2761291.191,114.0378911,22.55018212,28605
755,9,2600629.832,113.9156862,22.52466374,24779
756,35,1651979.466,113.8771498,22.58317542,16819
757,3,1006620.864,113.8877436,22.78404007,12174
758,5,1772752.803,114.0001173,22.64777277,19739
759,16,1371696.426,114.159033,22.61719484,15728
760,7,1454755.526,114.0724755,22.5421678,15070
761,23,2044501.378,113.8960551,22.5573764,20816
762,18,2294283.148,114.0813538,22.53581846,23768
763,81,1254103.65,113.8614431,22.58873239,12769
764,1,1910419.519,114.0941849,22.56324387,19791
765,2,3120572.048,113.901418,22.60045571,31773
766,12,1753792.88,114.0262448,22.63187249,19528
767,19,2362877.512,114.0523451,22.63970515,27093
768,7,3087151.636,113.9258192,22.51841222,29416
769,1,4571643.212,113.9686058,22.54653142,43561
770,14,2764626.399,113.8539062,22.57822354,28149
771,1,2939495.612,114.1271144,22.55046582,26579
772,20,1353284.393,114.2304546,22.72647858,15517
773,1,1946149.88,114.0655351,22.56773596,20162
774,11,1507363.668,114.2246353,22.55317367,15533
775,6,1566621.626,113.8714447,22.57808297,15951
776,6,2307302.767,114.0985441,22.56529973,23904
777,3,2194066.053,114.0870811,22.54214058,22731
778,23,1636873.355,114.0361205,22.69654898,18227
779,8,1600270.137,114.2371294,22.5886584,16491
780,3,1848440.245,114.1455916,22.55024329,16714
781,9,1810516.535,114.0607093,22.61590083,20761
782,8,2136349.519,114.0560703,22.51722626,22133
783,10,1537333.759,114.0135686,22.65590543,17119
784,3,1231243.304,114.2679761,22.715247,14118
785,24,1319529,114.1151491,22.69657187,15131
786,16,5591954.214,113.9485403,22.54665421,53287
787,2,1037211.167,114.2351148,22.69717051,11894
788,25,1730483.337,113.8803002,22.56997857,17621
789,8,2850814.669,113.9237689,22.50413218,27166
790,35,1272056.643,114.2096575,22.69814443,14587
791,1,1634410.322,114.1116159,22.56249105,14779
792,4,2199968.18,114.1318523,22.55347583,19894
793,4,2561432.291,114.1028875,22.54545111,23163
794,15,1310322.984,114.1072085,22.62652505,15026
795,8,2913591.676,113.9172178,22.48916648,27765
796,7,3430386.351,114.0145377,22.55724398,35542
797,2,1012661.791,114.1775677,22.64341776,11613
798,12,2899374.53,113.9227683,22.51235825,27630
799,7,1623327.537,114.0729145,22.65192979,18616
800,1,1263371.161,114.2713839,22.59147039,13020
801,7,2020900.801,114.1087436,22.54383051,18275
802,2,948812.9533,114.1060677,22.6003475,10881
803,17,1834536.963,113.8464461,22.59849596,18681
804,6,1456612.534,113.8877406,22.567384,14833
805,4,4991721.603,114.0021078,22.55103737,51721
806,1,703323.7321,114.1114102,22.60452048,8065
807,5,2096896.557,114.1071909,22.56922166,18963
808,5,1769592.816,114.0369263,22.60625676,19707
809,2,1163446.943,113.8201561,22.67580759,11848
810,11,1862060.331,114.1248286,22.57658164,16839
811,1,862296.8581,114.2918596,22.7332325,9889
812,49,1520527.022,114.1220831,22.59238119,17438
813,10,1159958.051,114.2333796,22.74669721,13302
814,2,939013.6604,114.1466609,22.60673974,10769
815,4,1368490.068,113.8821573,22.57955862,13936
816,6,2099656.839,114.0592883,22.57054481,21756
817,19,1345735.46,114.2158332,22.72542769,15433
818,19,1897796.843,114.103947,22.55162521,17163
819,12,2719685.02,114.0348884,22.5543998,28181
820,1,619811.5289,114.364301,22.74693896,6716
821,2,1461796.209,113.8684735,22.58431758,14887
822,2,1752220.212,113.8914139,22.57915155,17844
823,7,3287736.621,114.0109379,22.56738903,34068
824,16,1012661.791,114.2590034,22.71962253,11614
825,0,2198334.223,114.0411463,22.51529969,22779
826,2,1587879.235,114.2228789,22.55547241,16366
827,33,1509931.296,113.9395252,22.74660296,18266
828,16,1309188.985,113.8997248,22.76878178,15837
829,1,2309150.308,113.9245373,22.49098293,22008
830,3,2558232.652,114.1184496,22.55142453,23137
831,3,2067948.464,113.9151904,22.53465889,19709
832,4,2107455.367,114.1302009,22.54673799,19060
833,4,3570903.866,113.9081997,22.52314579,34034
834,10,1567317.522,114.2326329,22.56220142,16155
835,22,1261224.23,114.1357676,22.61672765,14465
836,1,1825091.526,114.1099183,22.57313432,16506
837,19,2337362.419,114.1187027,22.57398636,21140
838,4,5313039.664,113.9496673,22.55344059,50639
839,2,1470313.633,114.2306448,22.56149473,15155
840,3,1043348.512,114.1403311,22.69914974,11966
841,17,1706393.072,114.0282813,22.62809825,19006
842,21,968166.0453,114.2485412,22.73406649,11104
843,4,2455506.936,114.1736769,22.5659405,22209
844,3,1939357.036,114.0410513,22.56905086,20097
845,4,2043564.913,114.1392355,22.57976,18483
846,5,2185050.943,114.1351283,22.55780185,19763
847,20,1151774.926,114.2348507,22.72008652,13210
848,7,2180503.007,114.0320278,22.56413598,22596
849,0,2048709.99,114.3027776,22.61132674,21118
850,4,2912779.267,113.9556978,22.59273165,27763
851,4,1294979.623,114.1055723,22.62082856,14853
852,17,998906.1839,114.2466808,22.72743507,11457
853,11,2914809.471,114.0471928,22.53013391,30207
854,9,1641609.511,114.1164827,22.54454616,14848
855,5,1945471.447,114.2390716,22.55917562,20054
856,11,2519462.855,113.9218497,22.53599972,24014
857,8,1562013.915,113.8713719,22.59216138,15909
858,3,2658790.883,113.9289069,22.52668209,25343
859,23,1875452.386,114.0193574,22.63674828,20890
860,3,1641978.478,114.1199951,22.58974927,14852
861,14,2344900.08,114.0421977,22.61567768,26119
862,15,1314925.992,114.1261461,22.61215303,15082
863,22,2942875.24,114.0263723,22.55599854,30499
864,3,3205320.12,113.8800022,22.49385842,30553
865,43,1543542.063,114.1306867,22.60230633,17705
866,1,2403800.151,114.0753335,22.53109919,24912
867,15,2232435.817,113.9080582,22.5696617,22739
868,33,2104543.688,113.8929912,22.58353792,21436
869,7,4024338.495,113.9884952,22.54482949,38360
870,7,2050795.809,114.0909507,22.57035482,18550
871,3,1762049.985,114.1203418,22.56092471,15938
872,13,1035883.683,114.131624,22.61412138,11882
873,7,2314095.611,114.0392505,22.52462702,23983
874,1,1809344.113,114.1349087,22.54322937,16366
875,4,2414965.808,113.9210812,22.49246719,23020
876,3,1575396.44,114.0352502,22.52975706,16327
877,149,1679164.959,113.8289193,22.71956443,17104
878,26,1687433.149,114.0527125,22.69690619,18797
879,13,2573262.309,114.1322741,22.57814231,23277
880,13,1406474.709,114.2289084,22.72308742,16134
881,4,3446273.044,113.9512853,22.55026759,32852
882,13,4693504.461,113.9400233,22.52891281,44741
883,8,3033741.943,113.906304,22.51810499,28919
884,2,2040298.702,114.0382715,22.5323228,21146
885,6,1310322.984,114.1317115,22.59419436,15031
886,31,2750803.267,113.8846557,22.56130469,28021
887,2,2658790.883,113.9696668,22.55952746,25345
888,3,2107221.88,114.131942,22.56673905,19062
889,5,2626566.447,114.0654682,22.57372215,27223
890,37,3483429.263,113.8840849,22.55088219,35484
891,13,2385420.475,114.0277042,22.535769,24724
892,2,1634410.322,114.1014352,22.58777566,14785
893,3,2812388.582,114.0245556,22.59994136,31331
894,14,3688149.159,113.9311877,22.50132536,35159
895,9,3735795.022,114.0766158,22.57425922,33795
896,10,1590662.357,113.8517805,22.77494241,16203
897,3,2861006.7,113.9109561,22.51688356,27274
898,4,1790068.448,114.1149941,22.57806977,16193
899,10,3672971.894,113.916999,22.50356757,35015
900,12,1729043.427,113.8965703,22.56705401,17613
901,8,2188427.992,114.0664781,22.51986198,22683
902,15,1376645.715,113.8128267,22.73422663,14024
903,58,2439782.797,113.8678879,22.5713629,24854
904,4,2139745.941,114.0737102,22.53895916,22179
905,6,2523405.588,114.1142512,22.55208526,22828
906,1,1444235.007,114.1047815,22.57994785,13065
907,17,1507313.88,114.0363037,22.71443239,16792
908,3,1288381.978,114.0627692,22.6325557,14781
909,10,1059575.588,114.4162602,22.63603056,12085
910,3,1086309.921,114.2226018,22.72278625,12462
911,11,1403095.946,114.0575448,22.53709734,14543
912,1,639265.7704,114.0493693,22.63206898,7334
913,9,2771480.458,114.0417678,22.57489347,28728
914,10,2268809.982,114.0652493,22.53848359,23517
915,6,3677994.054,113.9477565,22.5528883,35065
916,5,1579993.585,114.0398734,22.6096886,17603
917,12,2683128.197,114.081089,22.54846213,27812
918,6,1072500.896,114.1158478,22.61100671,12304
919,10,3138850.348,113.9213038,22.5238211,29925
920,9,3063046.086,113.9216868,22.50154896,29203
921,19,3072380.576,113.9144555,22.49428932,29292
922,29,1641275.708,114.0174534,22.53769325,17013
923,2,3286560.952,113.9323153,22.54424896,31334
924,10,2335631.897,113.9042899,22.5665363,23795
925,9,1677580.945,114.0637197,22.53426758,17389
926,1,553772.5659,114.1474494,22.62468159,6353
927,3,2515050.587,114.0562232,22.51990442,26071
928,8,3158412.872,113.8919984,22.56474909,32178
929,6,2215208.099,113.8459078,22.57715944,22568
930,4,2331797.641,114.1030108,22.55214425,21097
931,17,2425130.277,113.8468301,22.61160865,24707
932,3,2756445.98,114.1282534,22.56209187,24939
933,12,3415807.731,113.9307944,22.49371005,32568
934,3,1801742.808,114.1169456,22.5846696,16301
935,3,1995405.499,114.0261419,22.60543043,22233
936,20,1601846.832,114.2221366,22.6951384,18379
937,13,2020637.047,114.1094862,22.5462653,18282
938,10,1405451.819,114.0656992,22.6152615,16125
939,9,2730184.342,113.9779811,22.5638064,26031
940,20,3353030.724,113.9863711,22.5576736,31970
941,3,1135408.674,114.1232604,22.60964239,13027
942,11,991181.086,114.2925324,22.72481011,11372
943,2,1092645.328,114.3096022,22.60178033,11267
944,2,3542592.667,113.9222668,22.53854073,33778
945,9,2743474.469,114.1258379,22.55414779,24823
946,2,2927193.361,113.9250988,22.48714364,27910
947,6,1623327.537,114.070736,22.62335832,18626
948,6,1878221.438,114.0593745,22.57563188,19471
949,2,2247820.082,114.1196643,22.5448738,20338
950,21,2332070.532,114.0130341,22.62992084,25985
951,19,3637373.638,113.993116,22.59373235,34682
952,3,1808293.873,114.2472287,22.60039407,18647
953,17,1067897.888,114.1086432,22.61121413,12253
954,26,1170698.403,114.135555,22.60315924,13433
955,1,2067948.464,113.9182477,22.54568435,19718
956,11,1266486.435,114.1215024,22.62649237,14532
957,1,2215659.069,113.9081266,22.55604156,21127
958,3,3554286.423,113.96299,22.55379971,33891
959,8,2466711.021,113.9125316,22.53090269,23521
960,17,2755211.596,114.0345766,22.5654001,28564
961,7,2377495.491,114.0569722,22.51413081,24648
962,5,1905255.461,114.1647447,22.56349577,17240
963,31,1166095.395,114.2375488,22.729688,13380
964,1,2289514.371,113.9501158,22.5829379,21831
965,8,2043012.903,114.1354799,22.57894241,18486
966,6,1552689.806,114.1616938,22.56889199,14050
967,27,1797007.159,113.811802,22.66183387,18310
968,4,2156728.052,114.0464771,22.56584568,22360
969,1,975837.7255,114.1870302,22.65538061,11197
970,8,1370432.877,114.1133745,22.53726168,12400
971,10,2235891.6,113.8712327,22.59794122,22783
972,2,2675408.326,113.9194252,22.55198723,25512
973,21,1055623.2,114.1056468,22.59296702,12113
974,1,994249.7581,114.1249922,22.69986308,11409
975,2,1524152.483,114.0986663,22.57202525,13792
976,1,4571643.212,113.9703528,22.54910257,43595
977,7,2574487.974,114.0805965,22.54176072,26692
978,5,892983.579,114.1965306,22.64381334,10247
979,19,1795173.174,114.2269027,22.71353655,20600
980,1,3754311.2,113.9092736,22.48390027,35801
981,11,2721422.902,114.103918,22.53741437,24627
982,3,1288410.949,114.251157,22.59278629,13287
983,15,1141546.019,114.1762171,22.64703616,13100
984,6,1313197.54,113.8143158,22.67555369,13381
985,68,2712848.986,114.03878,22.60185337,30232
986,7,2040626.145,114.1255815,22.54376704,18466
987,18,1060226.208,114.2709962,22.72776478,12167
988,8,1624768.166,114.1182233,22.54045076,14703
989,1,1196321.815,114.2702516,22.69388022,13728
990,6,965434.9272,114.1021445,22.61419985,11079
991,36,1386755.65,114.2330761,22.71232915,15914
992,0,1027769.512,114.2642481,22.59164177,10600
993,8,2772528.048,113.9126704,22.50856739,26440
994,77,2126671.366,114.0060361,22.64477552,23700
995,3,2520145.22,114.0360085,22.57224267,26130
996,6,2506156.591,113.912992,22.5348174,23900
997,11,933336.6171,114.2674922,22.7252817,10711
998,24,2206176.643,114.0250383,22.65376344,24587
999,59,1361556.544,113.9379107,22.76365792,16481
1000,3,494577.8812,114.2766921,22.74216487,5676
1001,4,1629464.881,114.0596743,22.62833521,18700
1002,2,1564193.65,114.040472,22.62411838,17432
1003,1,1071733.728,114.1551732,22.61770613,12299
1004,7,2813887.018,113.9229318,22.51620911,26836
1005,13,795146.3569,114.2988156,22.77291042,9125
1006,2,1844548.792,114.1103715,22.57717689,16693
1007,16,3164656.573,114.0884063,22.54678497,32815
