RID,Capacity,Price,long,lat,rent
1008,9,1794872.713,114.0039703,22.63806732,20004
1009,50,2062238.505,113.8885816,22.57839234,21016
1010,6,3214552.033,113.899782,22.51468963,30657
1011,33,1373193.779,113.8940988,22.77962149,16623
1012,19,1765905.112,113.8880662,22.59094183,17996
1013,7,1270260.901,114.2454337,22.7144816,14578
1014,8,2072822.914,113.9108471,22.54381618,19769
1015,0,4449312.989,113.9956005,22.54075644,46137
1016,35,2350950.87,114.0151204,22.63547529,26202
1017,24,1388013.832,114.0311193,22.66163265,15470
1018,1,2962483.886,113.9049635,22.47629877,28254
1019,11,1607676.039,114.1379787,22.55034631,14550
1020,1,1044882.848,114.1076893,22.61655363,11992
1021,24,958192.861,114.2751117,22.74890723,10997
1022,23,3430866.803,113.9031903,22.57336645,34966
1023,1,2360814.91,114.1719252,22.56852138,21367
1024,3,1790068.448,114.1240901,22.55821852,16201
1025,24,1299765.923,114.0143073,22.64591725,14487
1026,1,1492143.776,114.2976673,22.60643053,15391
1027,16,1587868.463,114.0545182,22.63553639,18224
1028,3,1999360.493,114.078063,22.53733783,20733
1029,14,1703113.012,114.0972235,22.62774315,19547
1030,4,373119.8398,114.1704436,22.64268317,4282
1031,17,1247415.206,114.2429635,22.74200624,14317
1032,0,2095592.454,114.0537992,22.56772541,21731
1033,19,1138491.64,114.3066555,22.67607433,12347
1034,6,2108027.629,113.9097873,22.57514024,21485
1035,5,1597839.507,114.2262723,22.55629366,16482
1036,10,1601846.832,114.2159068,22.69932397,18386
1037,15,1077103.905,114.2316134,22.71839642,12363
1038,5,2414646.678,114.1197653,22.55462931,21855
1039,12,1778693.579,114.0254433,22.61534867,19826
1040,14,963563.0372,114.2636679,22.73255078,11059
1041,18,1420795.179,114.1064566,22.63242428,16308
1042,9,2645812.839,114.0285468,22.56929008,27438
1043,40,1083241.249,114.2615814,22.68973429,12433
1044,3,476973.8309,114.2502282,22.57149983,4920
1045,6,1934262.403,114.0975795,22.54135804,20059
1046,4,2019739.026,114.0339166,22.527063,20946
1047,1,2600844.21,114.0669861,22.54682441,26972
1048,31,1937072.136,114.0367893,22.61215185,21592
1049,14,2425959.665,113.8482746,22.57086139,24727
1050,3,2066361.622,114.0922467,22.57254736,18703
1051,11,2216446.859,113.9164802,22.51914492,21142
1052,27,2557279.419,113.8534184,22.57260798,26066
1053,42,2306790.635,114.0182988,22.63196421,25713
1054,4,1688890.666,114.1142869,22.59094825,15287
1055,15,2724193.738,113.8985783,22.55517608,27767
1056,7,2042947.911,114.0389248,22.54995203,21187
1057,1,920601.6279,114.1329378,22.60950451,10567
1058,4,2163960.357,113.924989,22.50836662,20641
1059,13,4323215.157,114.0123941,22.55631542,44837
1060,9,2178804.796,114.0427627,22.53393209,22597
1061,10,2223524.354,114.0759329,22.53834309,23060
1062,19,1124668.322,114.2294995,22.75382809,12910
1063,6,4449312.989,114.0322396,22.55069507,46145
1064,12,1960111.979,114.1198132,22.5804568,17743
1065,1,2000906.757,114.2586577,22.59326556,20642
1066,12,2508618.435,113.9225972,22.50748663,23930
1067,16,1308234.689,114.024742,22.65777296,14583
1068,23,1678577.476,113.8357379,22.64104742,17110
1069,4,1876523.226,114.0935406,22.53768023,19462
1070,48,2578014.117,113.863216,22.57078846,26279
1071,9,2713741.281,114.0037582,22.53790479,28146
1072,7,1421994.227,114.0378593,22.62944098,15852
1073,2,2329945.581,114.0452549,22.52080883,24165
1074,12,1891246.23,114.1332911,22.5477813,17120
1075,8,932071.8302,114.3345937,22.68546468,10110
1076,6,2772069.872,113.9235876,22.4942459,26444
1077,10,2246258.949,113.9105138,22.58366547,22897
1078,18,1230537.509,114.2421145,22.73886973,14126
1079,10,2859788.39,114.0212973,22.62184475,31881
1080,1,2214467.228,114.0843588,22.56470925,22968
1081,4,2663236.484,114.0759798,22.55625124,27623
1082,6,3396422.129,114.0844981,22.55396949,35228
1083,6,1432165.095,113.9109423,22.55746874,13662
1084,3,3226601.023,113.9895344,22.53161406,33467
1085,6,3206222.49,114.0844342,22.54751853,33255
1086,11,1466825.26,114.1521987,22.61530084,16839
1087,7,1565022.767,114.0629266,22.64340795,17966
1088,15,1288842.279,114.2642784,22.69275403,14796
1089,1,1143863.078,114.3030508,22.59987324,11801
1090,1,1900974.863,114.1214859,22.54613392,17209
1091,1,1689273.3,114.1191832,22.6179681,19393
1092,10,1672404.546,114.0426604,22.54373309,17347
1093,9,1733799.732,114.0645435,22.64972893,19904
1094,28,1085287.03,114.2658949,22.72232383,12459
1095,1,3692765.115,113.9598751,22.59964941,35229
1096,12,2104876.116,113.9196572,22.51147003,20081
1097,2,2920923.031,114.0385725,22.54295442,30298
1098,1,2954212.092,113.9316336,22.53157254,28184
1099,1,3530209.595,113.9673517,22.57211963,33679
1100,18,2382023.33,114.1245297,22.57408031,21565
1101,1,2732646.185,113.9078936,22.51408319,26070
1102,2,2009165.908,114.1155919,22.56390746,18189
1103,7,2423913.26,114.0615065,22.56363477,25143
1104,6,4283607.533,113.933393,22.49101418,40868
1105,14,1307254.312,114.2045003,22.7136677,15008
1106,5,1585767.158,114.1122592,22.54745874,14356
1107,2,1174966.22,113.8787515,22.57989058,11978
1108,2,2389352.233,114.1501174,22.55812182,21632
1109,1,2728953.42,113.9577915,22.5942434,26036
1110,6,2200012.859,114.1717473,22.56436374,19918
1111,2,1436127.998,114.2382816,22.56736153,14818
1112,54,1149744.101,114.3354208,22.70099604,12473
1113,13,3278147.16,114.11885,22.56581934,29679
1114,5,2588073.663,114.026974,22.52229749,26847
1115,6,1900959.855,114.0836915,22.54464969,19719
1116,1,3103769.079,113.9153661,22.51092968,29613
1117,1,988112.4139,114.2325571,22.70186294,11344
1118,1,7685345.83,113.9597256,22.54909352,73326
1119,5,1772556.909,114.1346242,22.56420859,16048
1120,4,3130311.854,113.9248696,22.49591843,29866
1121,19,1327020.672,113.8467509,22.76617068,13529
1122,6,3071149.654,113.9599038,22.59036487,29302
1123,5,2556606.889,114.1012191,22.56509162,23147
1124,17,1350894.516,114.0192611,22.65543333,15062
1125,29,2660952.909,113.8824722,22.58724827,27130
1126,16,1672426.291,114.0635426,22.61827732,19202
1127,2,1671320.332,113.8947251,22.57459705,17040
1128,33,2392879.219,114.0236514,22.62886945,26680
1129,7,1991435.508,114.0621886,22.52909332,20659
1130,5,3196083.541,114.092182,22.54833053,33156
1131,1,2666176.413,113.9675519,22.54274466,25439
1132,27,2246258.949,113.8443979,22.60607457,22902
1133,8,1278639.71,113.8130641,22.77413682,13036
1134,7,2959751.24,113.9073847,22.53967906,28240
1135,1,1762743.085,114.0650394,22.5727667,18287
1136,5,2839408.9,113.9931464,22.54557596,29456
1137,3,2179213.763,114.148322,22.54468424,19731
1138,4,6397789.417,113.9813212,22.55009987,61046
1139,8,890624.3945,113.8542686,22.58354685,9080
1140,9,1115462.306,114.1035033,22.60987427,12808
1141,36,3164699.704,113.922354,22.52687612,30197
1142,2,1126202.658,114.2507405,22.71255687,12931
1143,20,1509931.296,113.9360299,22.74693106,18287
1144,14,1667207.95,113.8539035,22.61759091,16999
1145,1,2105781.72,114.0591952,22.54008101,21846
1146,2,2013892.1,113.9083037,22.57794579,20534
1147,6,3443972.039,114.059609,22.54860145,35730
1148,53,1470916.823,114.2146226,22.73517897,16890
1149,17,1107790.626,114.2704605,22.74908238,12720
1150,4,8692953.719,113.9379276,22.50942693,82950
1151,39,1814286.074,113.8564484,22.62003008,18499
1152,6,3996456.705,114.0095404,22.54330407,41462
1153,3,1541015.447,114.1122834,22.58925196,13954
1154,9,928824.1931,114.393146,22.74389162,10077
1155,4,3179470.764,113.9416942,22.58496019,30339
1156,30,1601846.832,114.2260265,22.73332349,18394
1157,14,1698493.104,114.0294657,22.63053454,18940
1158,11,2138111.002,113.8858823,22.49565763,20402
1159,1,1895203.548,114.0189331,22.53066853,19663
1160,12,3877403.371,113.9310952,22.51119943,37000
1161,6,872525.7651,114.2484364,22.73770263,10019
1162,1,575468.0776,114.2681153,22.73476386,6608
1163,8,3162069.002,114.0468184,22.53617496,32807
1164,8,2262017.138,114.0597696,22.52218548,23469
1165,46,1506721.387,113.817215,22.77157357,15364
1166,19,805321.8462,114.272928,22.755462,9247
1167,6,3700150.645,113.9337469,22.52261679,35309
1168,2,1458813.035,114.2172382,22.55800213,15055
1169,21,1126018.538,114.2468222,22.72244962,12930
1170,19,1718456.372,114.0624727,22.62353595,19734
1171,12,2177268.036,114.1149586,22.53830507,19716
1172,4,3162069.002,114.048206,22.54668049,32808
1173,191,1509931.296,113.9299459,22.74871131,18289
1174,5,2217907.779,114.1151864,22.5574876,20085
1175,5,1722616.594,114.1468428,22.55594912,15599
1176,11,1405451.819,114.2033274,22.64866365,16140
1177,14,1708801.935,114.1045952,22.54499207,15474
1178,3,2197195.243,113.9170568,22.53497487,20968
1179,6,2688834.186,114.0000969,22.53806975,27899
1180,1,2871239.524,114.1253632,22.56775052,26002
1181,72,1405196.177,113.8909863,22.77584712,17021
1182,3,1074035.233,114.2313093,22.73291925,12334
1183,21,2555241.582,114.0591583,22.56203771,26513
1184,4,1346949.676,114.2293875,22.55232667,13902
1185,2,3837957.006,114.0299304,22.55647756,39823
1186,17,1457005.51,114.2044037,22.65303021,16732
1187,3,3766620.417,113.9359076,22.50245966,35946
1188,1,3508126.859,113.9439269,22.55312777,33480
1189,18,2645812.839,114.0459589,22.56174254,27453
1190,1,1945726.574,114.1043673,22.56109889,17621
1191,2,2041067.176,114.1657279,22.56885969,18484
1192,24,1341274.097,114.3380546,22.70875335,14555
1193,17,1701973.127,113.8983364,22.57014897,17357
1194,1,2161105.534,114.1311411,22.5519085,19572
1195,2,951288.3488,114.1287615,22.70342021,10925
1196,15,1256835.534,114.3265685,22.67727231,13639
1197,1,2392173.241,113.9263495,22.49164243,22830
1198,12,1399314.474,114.1203709,22.59595002,16071
1199,1,2291360.754,113.9512054,22.57841494,21868
1200,7,4080505.452,113.9603234,22.53010472,38944
1201,3,1015730.463,114.2398126,22.73337579,11665
1202,5,3040992.072,113.9159869,22.48814182,29023
1203,1,2511080.278,113.9862955,22.53712077,23966
1204,5,1747864.918,114.1154065,22.58507509,15830
1205,43,2598748.815,113.8854816,22.58430443,26503
1206,3,3167210.784,113.9154325,22.50045744,30228
1207,14,1377754.406,114.0179221,22.65101941,15366
1208,16,4936122.173,114.0191951,22.54249579,51222
1209,27,2108027.629,113.848971,22.61149351,21499
1210,12,2702422.305,113.8949748,22.56749463,27561
1211,11,975837.7255,114.1389878,22.60814403,11207
1212,13,2747417.246,113.9517906,22.56079444,26222
1213,39,911627.3536,114.3246862,22.68515792,9893
1214,4,1881617.86,114.0623047,22.57298812,19526
1215,6,1074035.233,114.3000583,22.72512513,12336
1216,1,4259113.35,114.0208325,22.54356797,44198
1217,23,1693333.669,113.8155475,22.72749727,17270
1218,7,2035229.996,114.1299479,22.57726751,18433
1219,28,1521533.823,114.0499952,22.60340822,16971
1220,7,1641739.57,114.2088018,22.72854125,18856
1221,1,2037853.278,114.091031,22.56657562,21147
1222,1,2163520.896,114.0461952,22.56901532,22452
1223,3,1516045.393,114.245619,22.59661344,15649
1224,6,1944179.287,113.9181211,22.52648799,18556
1225,8,1271728.144,113.8225198,22.68462413,12970
1226,4,2791730.427,113.9299498,22.48990806,26646
1227,19,2459381.567,113.9727779,22.56181651,23474
1228,15,1238546.743,114.1080087,22.68908288,14226
1229,12,1109478.395,114.2375805,22.71960573,12743
1230,22,876105.8825,114.1117052,22.6032368,10063
1231,13,2570542.003,113.9212985,22.52115787,24536
1232,33,1485193.97,114.0565727,22.69299886,16566
1233,9,1956363.213,114.1287442,22.55567899,17720
1234,1,2511080.278,113.9710961,22.5426991,23968
1235,4,2650907.472,114.0225741,22.52481831,27511
1236,8,1653781.593,113.8803084,22.58326725,16868
1237,1,919695.8013,114.1033987,22.61835075,10564
1238,10,1647876.914,114.0541074,22.62697383,18928
1239,7,2669869.178,113.9178804,22.50930654,25484
1240,6,6965958.258,113.981778,22.54629889,66493
1241,4,896834.1942,114.2472049,22.71845507,10301
1242,14,2260082.081,113.8842557,22.57875736,23053
1243,13,2338763.342,114.1215163,22.57176536,21184
1244,4,1930299.91,114.0844851,22.54205069,20033
1245,29,968166.0453,114.2507345,22.72444121,11121
1246,6,4283607.533,113.9304681,22.48321564,40889
1247,27,2241651.239,113.8987779,22.5518305,22865
1248,19,1842272.521,114.049334,22.62386555,20550
1249,1,1945726.574,114.1334316,22.58150305,17625
1250,10,1545233.727,114.0519279,22.62135229,17237
1251,11,1344078.377,114.1108458,22.61624122,15439
1252,11,1126202.658,114.2115401,22.71321091,12936
1253,66,3483429.263,113.8826033,22.55538645,35532
1254,9,1356138.258,114.2182253,22.67609825,15578
1255,7,934410.6523,114.2587965,22.73161223,10733
1256,23,3009986.992,113.8764874,22.56452482,30703
1257,16,1172232.739,114.1330261,22.6173389,13465
1258,4,1225811.478,114.2953817,22.60513342,12655
1259,10,2529444.546,114.1762942,22.56757336,22913
1260,1,1723684.231,114.070886,22.57135137,17890
1261,1,672376.7423,114.2774409,22.72813883,7724
1262,9,1325666.344,114.136865,22.62534243,15228
1263,4,2902889.495,113.922349,22.50495552,27711
1264,11,915276.9135,114.2253701,22.70516551,10514
1265,6,1508241.932,113.8934253,22.56998563,15385
1266,14,1245880.87,114.1720306,22.64868879,14312
1267,27,1868299.63,114.0680177,22.62361374,21462
1268,3,1489247.76,114.2300401,22.56002957,15375
1269,27,2441510.689,113.8556547,22.57802118,24906
1270,11,3017721.062,114.0805462,22.5528208,31322
1271,6,2447438.657,114.1332851,22.58555106,22171
1272,1,1214979.342,114.255152,22.6893383,13957
1273,7,1260763.929,114.1993974,22.70153885,14483
1274,7,1657082.93,114.2047847,22.70875643,19036
1275,1,1704456.479,114.1434636,22.54488498,15441
1276,12,2112086.196,114.1327359,22.57133974,19133
1277,4,3196033.224,114.0462136,22.52884418,33173
1278,10,2225524.251,113.8630781,22.5839093,22703
1279,2,2114939.195,113.8617546,22.57976222,21575
1280,5,1721525.044,114.0492158,22.62659024,19777
1281,25,1648408.49,113.8143349,22.69694457,16816
1282,1,2488923.687,113.9736577,22.54056569,23761
1283,6,1006524.446,114.2862628,22.73286435,11563
1284,23,925204.636,114.2515448,22.72856246,10629
1285,2,2145689.68,114.0806025,22.53393115,22272
1286,9,2560902.285,114.063936,22.54700848,26582
1287,3,1937943.668,114.1171319,22.567793,17557
1288,0,3244058.633,114.0798653,22.55926977,33673
1289,6,1570097.191,114.2326016,22.55749627,16211
1290,1,870705.0196,114.0580154,22.62604388,10003
1291,5,3397343.906,113.9327439,22.51752828,32435
1292,1,2923599.069,113.9057355,22.4787415,27912
1293,9,3858561.967,114.012641,22.54062423,40053
1294,38,1807512.662,114.0417775,22.61856082,20166
1295,2,3120572.048,113.8949938,22.60366993,31836
1296,2,2158218.653,114.1019817,22.55545414,19553
1297,3,2523431.894,113.9235178,22.5518927,24092
1298,7,2097585.021,114.0734797,22.53513319,21774
1299,1,1632464.596,114.1051182,22.56608791,14790
1300,4,3114847.374,113.9168393,22.50547271,29739
1301,10,2495075.325,113.8786763,22.56727357,25455
1302,2,1164598.871,113.8723553,22.56992037,11881
1303,4,3242247.771,113.926695,22.52755538,30955
1304,2,2053991.661,114.0107756,22.63888777,22917
1305,29,2937415.549,113.8624756,22.5662248,29968
1306,8,2215825.797,114.0544854,22.5696858,23002
1307,42,1823312.598,114.0261157,22.63404516,20343
1308,35,1693333.669,113.8594394,22.61901935,17276
1309,4,2511080.278,113.9437705,22.56308021,23975
1310,37,1746932.864,113.8072593,22.73892823,17823
1311,1,4075706.555,113.9999242,22.55121255,42310
1312,1,2284659.952,114.0281447,22.56306471,23717
1313,27,2481252.193,113.886871,22.57638403,25315
1314,12,3395573.024,114.0181437,22.55644728,35249
1315,4,1331661.494,114.3042553,22.60337255,13750
1316,1,785702.8027,114.1135575,22.61516135,9027
1317,2,2465659.267,113.9105372,22.54143641,23542
1318,1,1707375.069,114.1393443,22.55366287,15470
1319,8,3483429.263,113.8894045,22.5545948,35541
1320,13,1110859.298,114.1378032,22.67252639,12763
1321,8,3755542.122,113.9309062,22.52346443,35859
1322,14,1231918.412,114.1251735,22.69282988,14155
1323,2,1236674.853,114.2225225,22.7024292,14209
1324,7,2896358.772,113.9268446,22.50714537,27655
1325,10,843699.5678,113.9376054,22.75894114,10225
1326,5,2871674.91,114.0404352,22.56107122,29812
1327,16,1032035.34,114.2324594,22.72394251,11858
1328,6,2497745.187,114.0403132,22.56725171,25930
1329,6,4874449.952,113.934132,22.50391084,46544
1330,11,2474152.627,113.9546771,22.57226922,23624
1331,1,1995018.314,114.1290024,22.55002197,18077
1332,4,2108177.728,114.0623598,22.62679902,24224
1333,4,2645812.839,114.0331052,22.56855579,27468
1334,6,1295945.65,114.2548124,22.58942621,13383
1335,7,1598778.16,114.2183471,22.68698225,18371
1336,23,1656684.003,114.1172407,22.63049964,19036
1337,15,1603483.311,113.8933541,22.58630872,16361
1338,10,1006524.446,114.1055162,22.59685098,11565
1339,0,1236055.028,114.2977645,22.59498283,12764
1340,1,682257.8664,114.1505862,22.60657466,7839
1341,2,2762188.306,113.9734476,22.56619975,26376
1342,2,2142585.459,113.8688348,22.55791811,21862
1343,20,2375008.722,113.9179884,22.53136052,22679
1344,3,1304345.361,114.2464279,22.59127182,13470
1345,7,1228112.278,114.0521828,22.51075325,12750
1346,4,3113211.23,113.9052252,22.56894945,31767
1347,1,1747262.464,114.1433109,22.55306729,15833
1348,13,1095515.937,114.1063035,22.60805859,12588
1349,1,1720139.035,114.1043035,22.58652143,15587
1350,43,3605283.509,113.9477232,22.53044909,34428
1351,6,1762449.329,113.891709,22.56091576,17984
1352,4,2379193.702,114.0548224,22.51337137,24702
1353,2,2196681.298,114.0415587,22.55246041,22807
1354,4,1123133.986,114.0570772,22.63420971,12906
1355,2,1313197.54,113.8990061,22.56329767,13400
1356,4,2245459.267,114.11744,22.56020933,20348
1357,1,3246028.557,114.0051472,22.55061219,33702
1358,26,2430030.134,114.0169023,22.63031988,27118
1359,4,1310322.984,114.1049162,22.62590914,15058
1360,2,1313197.54,113.8144449,22.67344472,13400
1361,5,3818319.129,113.9216623,22.54510949,36463
1362,9,1842272.521,114.0350812,22.6040573,20559
1363,25,1733109.732,113.8970428,22.57715634,17685
1364,21,1624233.406,114.0270318,22.64049941,18126
1365,2,4571643.212,113.9688573,22.55223593,43658
1366,21,1543653.733,114.025815,22.64293203,17227
1367,15,2070014.016,113.8947222,22.55628177,21124
1368,2,2286340.552,114.0770503,22.54085385,23739
1369,0,2659398.527,114.0358903,22.56212174,27613
1370,35,3121311.937,114.021228,22.53092009,32409
1371,13,4837522.301,113.9519058,22.54701975,46198
1372,2,1912185.659,114.063904,22.52564087,19854
1373,11,1097701.319,114.3348848,22.68106926,11920
1374,1,2817332.156,114.0923279,22.55550622,29253
1375,5,2876664.025,113.9183133,22.49543257,27472
1376,6,3013296.334,113.9066951,22.52846257,28777
1377,27,1601846.832,114.2273386,22.69887747,18409
1378,6,2703104.064,113.9091263,22.53367041,25815
1379,1,779841.639,114.11215,22.61976315,8962
1380,1,2010681.901,114.0380274,22.56928036,20878
1381,13,1686235.315,114.0993355,22.62579671,19379
1382,4,3973813.891,114.0044968,22.55502232,41263
1383,19,2885578.804,113.8729908,22.56690739,29448
1384,12,1884553.662,113.8849753,22.56657531,19232
1385,2,2821272.548,113.9755917,22.56720268,26944
1386,9,3550593.658,113.9185713,22.50072078,33910
1387,21,1855755.47,113.890645,22.57484146,18939
1388,4,735253.8335,114.2101908,22.70825517,8450
1389,4,2593836.259,114.0798873,22.54725817,26934
1390,3,387313.1933,114.3675525,22.73932439,4206
1391,2,3681686.82,113.9552755,22.57637077,35163
1392,3,3803548.068,113.9348713,22.50589411,36327
1393,1,2015383.585,114.1187972,22.54758788,18265
1394,5,2943594.708,113.9670167,22.5555286,28114
1395,3,1906524.955,114.051767,22.56786803,19797
1396,14,3227476.71,113.9072223,22.54231109,30825
1397,11,1626758.572,114.1101404,22.54153671,14743
1398,4,2493517.27,114.0659307,22.53026702,25893
1399,1,2445608.911,114.2353215,22.72684749,28108
1400,7,1242812.198,114.2538351,22.73217567,14284
1401,11,1486372.702,114.1168188,22.59559073,17083
1402,3,3345404.481,113.9262389,22.51063991,31952
1403,6,2535698.712,113.9131858,22.54233207,24219
1404,4,3195128.088,113.9064103,22.53116699,30517
1405,6,1109324.962,114.2196488,22.73043499,12750
1406,4,3633680.873,113.902988,22.51856299,34706
1407,6,1658775.839,113.8895501,22.58777326,16930
1408,8,4080505.452,113.9605944,22.52511671,38974
1409,4,1988532.559,114.1411711,22.55105452,18023
1410,4,2402968.656,114.0397387,22.53194191,24954
1411,10,1582748.613,113.8281835,22.78771022,16154
1412,7,1129271.33,114.2223735,22.68043649,12979
1413,11,1687769.651,114.1270865,22.62572878,19399
1414,28,1110691.867,114.3840416,22.71104477,12062
1415,10,1126202.658,114.2940064,22.72836775,12944
1416,4,1544735,113.871775,22.58555053,15766
1417,1,2042947.911,114.0811583,22.53859569,21216
1418,23,1520544.519,113.8963327,22.58379126,15519
1419,12,2920923.031,114.065254,22.55279516,30334
1420,4,1673324.854,114.1083256,22.55539337,15167
1421,1,1556581.259,114.1303614,22.56337512,14109
1422,17,1614421.225,114.1119225,22.54455996,14633
1423,9,1684931.054,114.0783056,22.54244888,17498
1424,15,2274152.468,113.8877196,22.49878479,21722
1425,53,1142083.396,114.4039807,22.64005942,13051
1426,12,1289877.672,114.1122248,22.6075147,14826
1427,13,2074262.923,114.0019357,22.54763075,21542
1428,12,2613110.789,114.1340787,22.550601,23686
1429,3,880109.6376,114.3340605,22.68856789,9559
1430,21,3003075.426,113.871036,22.56064904,30653
1431,10,2067979.542,114.0552119,22.57259476,21477
1432,2,2695268.834,113.9029163,22.57014649,27511
1433,3,2194779.576,114.1563305,22.5618983,19894
1434,4,1792621.242,114.2335782,22.55134637,18519
1435,6,2729591.251,114.0403402,22.55778015,28349
1436,1,1790068.448,114.1085199,22.56635246,16226
1437,4,3840475.72,113.9233633,22.54558424,36685
1438,11,1777096.938,114.1227558,22.54464394,16108
1439,7,2128624.872,114.1042978,22.5421643,19295
1440,11,1810516.535,114.0686703,22.61984124,20812
1441,3,4842445.987,113.9435859,22.52897713,46257
1442,6,1788367.702,113.8841394,22.56825281,18255
1443,8,2111487.709,114.060083,22.54415109,21930
1444,6,1932755.064,114.1367994,22.5629164,17520
1445,7,3748156.592,113.9265884,22.48453495,35805
1446,4,1618844.51,114.1192687,22.55819955,14674
1447,0,1216428.586,114.0770368,22.54507433,12634
1448,12,1810516.535,114.0822853,22.63028795,20813
1449,28,1523113.816,114.0233353,22.66876881,17003
1450,16,1358398.846,114.1337266,22.61583575,15615
1451,28,1252018.214,114.1357206,22.62069114,14392
1452,15,1289311.904,114.324009,22.67940409,14004
1453,2,2256626.298,113.9094662,22.56709149,23035
1454,4,2610784.936,113.9403372,22.5896344,24940
1455,12,1720979.933,113.8821778,22.57154463,17568
1456,9,2783569.499,114.0134819,22.6269261,31075
1457,8,4080505.452,113.9609462,22.53262882,38981
1458,19,2322590.571,114.0424518,22.60068335,25929
1459,15,1893769.083,113.8687641,22.56792019,19332
1460,3,2701991.579,114.1376447,22.57401299,24494
1461,7,2625555.997,113.9947671,22.59160367,25082
1462,1,644421.1395,114.2965968,22.77149148,7408
1463,5,2542468.782,113.9607166,22.59511919,24289
1464,12,1058691.872,114.2001423,22.65019022,12171
1465,1,2907337.343,114.0718341,22.54695264,30198
1466,1,2412700.952,114.0764413,22.57903287,21872
1467,11,2072645.598,114.1309326,22.58914446,18790
1468,2,2070253.075,114.1245947,22.56014845,18768
1469,3,2195220.836,114.0430301,22.55562313,22802
1470,3,2037853.278,114.0483532,22.57083058,21167
1471,27,3054912.171,113.8874063,22.55910003,31186
1472,5,1788552.739,114.0240966,22.63303427,19968
1473,6,2429415.448,113.9027451,22.55591932,24801
1474,3,2199183.329,114.0354747,22.52564391,22843
1475,3,2043012.903,114.1000347,22.56966506,18521
1476,9,3877403.371,113.9296542,22.51692758,37044
1477,3,1287031.175,114.0170986,22.66684462,14369
1478,15,1132340.002,114.139642,22.6239425,13018
1479,27,3680408.894,113.9081022,22.57355042,37573
1480,17,2169551.17,114.0560976,22.60770345,24943
1481,6,2550713.019,114.039483,22.54536204,26495
1482,1,2056010.302,114.1041339,22.6028314,23638
1483,4,1052554.528,114.2654822,22.71616594,12101
1484,1,748755.9907,114.1388049,22.61204261,8608
1485,0,1144580.126,114.2269201,22.54645949,11826
1486,3,2699411.299,113.9634112,22.54448132,25790
1487,0,2717137.703,114.098734,22.55382664,28225
1488,12,2100041.767,114.0789495,22.55088775,21814
1489,3,2558932.361,114.0357241,22.55844362,26581
1490,14,1104721.953,114.2492833,22.72174575,12701
1491,4,3334566.899,113.8909653,22.50088445,31859
1492,4,1745316.737,114.126645,22.5469398,15824
1493,12,1534336.046,114.2198708,22.72619087,17641
1494,10,1181085.29,114.1319202,22.6117906,13579
1495,15,1693333.669,113.8620862,22.6198378,17288
1496,2,2764626.399,113.9013993,22.59757761,28226
1497,2,3120572.048,113.9048476,22.59788812,31860
1498,9,1133425.327,114.3284852,22.67832611,12313
1499,6,2935748.266,113.9292544,22.50163957,28050
1500,3,4340627.481,114.0172506,22.54087746,45091
1501,6,1769360.895,113.8900357,22.56533147,18065
